timestamp,joint_states
1728711294.0712204,"0.025331774726510048, -1.04094398021698, 0.9588319659233093, 0.6270836591720581, 2.2938151359558105, -0.26575642824172974, -2.004469871520996"
1728711294.1384842,"0.012402234598994255, -1.0423035621643066, 0.9638634324073792, 0.630303144454956, 2.2956769466400146, -0.2573770582675934, -2.0036914348602295"
1728711294.2045965,"-0.0004774515109602362, -1.0437166690826416, 0.9687414765357971, 0.6337277293205261, 2.2972378730773926, -0.24891330301761627, -2.0027174949645996"
1728711294.2709117,"-0.01324017159640789, -1.045099139213562, 0.9739435911178589, 0.636745810508728, 2.2987163066864014, -0.2404380589723587, -2.0020346641540527"
1728711294.3378065,"-0.030543474480509758, -1.046874761581421, 0.9808407425880432, 0.6409489512443542, 2.3009941577911377, -0.2291000336408615, -2.0004873275756836"
1728711294.405553,"-0.04341357201337814, -1.0482151508331299, 0.9858338236808777, 0.643992006778717, 2.3027639389038086, -0.22062478959560394, -1.9991987943649292"
1728711294.4722154,"-0.05599605292081833, -1.0496090650558472, 0.9907368421554565, 0.6472919583320618, 2.3043363094329834, -0.2119271159172058, -1.9979313611984253"
1728711294.538949,"-0.07411044836044312, -1.0515419244766235, 0.9973809123039246, 0.6512860655784607, 2.306570291519165, -0.19994288682937622, -1.996583342552185"
1728711294.6053839,"-0.08708216995000839, -1.0528572797775269, 1.0026673078536987, 0.6545994281768799, 2.308267116546631, -0.19149640202522278, -1.9958969354629517"
1728711294.6724343,"-0.0998525619506836, -1.0541707277297974, 1.0076508522033691, 0.6578150391578674, 2.3098855018615723, -0.18316689133644104, -1.9950666427612305"
1728711294.7410579,"-0.11672443151473999, -1.0560250282287598, 1.0146324634552002, 0.6619357466697693, 2.311952590942383, -0.1720244437456131, -1.9929267168045044"
1728711294.80311,"-0.1297019124031067, -1.057409405708313, 1.019418478012085, 0.6651359796524048, 2.3136284351348877, -0.1632213145494461, -1.9917724132537842"
1728711294.8685546,"-0.14245887100696564, -1.0587650537490845, 1.0243290662765503, 0.6683515906333923, 2.3154118061065674, -0.15493014454841614, -1.9911723136901855"
1728711294.9391084,"-0.15793482959270477, -1.0603526830673218, 1.030140995979309, 0.6722613573074341, 2.317342519760132, -0.14450865983963013, -1.9902422428131104"
1728711295.0064614,"-0.17088353633880615, -1.0617371797561646, 1.0352146625518799, 0.6750646829605103, 2.3188822269439697, -0.135950967669487, -1.9894676208496094"
1728711295.0730178,"-0.1887160688638687, -1.0636565685272217, 1.04262375831604, 0.6794614791870117, 2.321424961090088, -0.12417574226856232, -1.9875980615615845"
1728711295.139744,"-0.20154781639575958, -1.064971923828125, 1.0474826097488403, 0.6826905012130737, 2.322970390319824, -0.1157829537987709, -1.9862136840820312"
1728711295.2081902,"-0.21433162689208984, -1.0662739276885986, 1.0525236129760742, 0.6858888268470764, 2.3244142532348633, -0.10731921344995499, -1.985398769378662"
1728711295.2741408,"-0.23164068162441254, -1.0681127309799194, 1.0587304830551147, 0.6899001598358154, 2.326751708984375, -0.09600035101175308, -1.984202265739441"
1728711295.3411849,"-0.24455872178077698, -1.069535493850708, 1.0640515089035034, 0.6930640339851379, 2.3284945487976074, -0.08711093664169312, -1.983159065246582"
1728711295.410578,"-0.2582993507385254, -1.0709736347198486, 1.0694204568862915, 0.696768581867218, 2.330101490020752, -0.07821960002183914, -1.9818226099014282"
1728711295.4688907,"-0.27085497975349426, -1.072346568107605, 1.074674367904663, 0.699794352054596, 2.3317792415618896, -0.06977886706590652, -1.9805034399032593"
1728711295.5352316,"-0.2838382124900818, -1.0736619234085083, 1.0797134637832642, 0.7028450965881348, 2.333556652069092, -0.06127869710326195, -1.979648232460022"
1728711295.6034062,"-0.30091333389282227, -1.075569748878479, 1.0860199928283691, 0.7069388628005981, 2.335627555847168, -0.049819860607385635, -1.9786185026168823"
1728711295.672754,"-0.31372207403182983, -1.0768717527389526, 1.0909959077835083, 0.7101123332977295, 2.3371713161468506, -0.041438572108745575, -1.9776790142059326"
1728711295.7389505,"-0.3307684361934662, -1.0786070823669434, 1.0976821184158325, 0.7141178846359253, 2.339456796646118, -0.03023284301161766, -1.9764057397842407"
1728711295.8056211,"-0.34207770228385925, -1.0797480344772339, 1.1023492813110352, 0.7169058918952942, 2.3409600257873535, -0.022800706326961517, -1.9752150774002075"
1728711295.8729112,"-0.3591260015964508, -1.0816712379455566, 1.109029769897461, 0.7212700843811035, 2.3430464267730713, -0.011203812435269356, -1.9737366437911987"
1728711295.939965,"-0.3720286786556244, -1.0830498933792114, 1.1140975952148438, 0.7243457436561584, 2.3445842266082764, -0.002765000332146883, -1.9727261066436768"
1728711296.0068676,"-0.3849141299724579, -1.08440363407135, 1.1187187433242798, 0.7273581027984619, 2.346379041671753, 0.005620121955871582, -1.9716408252716064"
1728711296.0741348,"-0.4026488661766052, -1.086240530014038, 1.12569260597229, 0.7319830060005188, 2.3486435413360596, 0.0173569917678833, -1.9705593585968018"
1728711296.140413,"-0.41563019156455994, -1.0876729488372803, 1.1308889389038086, 0.7352542281150818, 2.3501296043395996, 0.02608342655003071, -1.9694280624389648"
1728711296.2067223,"-0.4283411204814911, -1.089051604270935, 1.1359837055206299, 0.7380346059799194, 2.3519511222839355, 0.034457042813301086, -1.968082070350647"
1728711296.273278,"-0.44559648633003235, -1.0907907485961914, 1.1427658796310425, 0.7421245574951172, 2.3542540073394775, 0.045940808951854706, -1.9666861295700073"
1728711296.3397086,"-0.4585605561733246, -1.092113733291626, 1.1474885940551758, 0.7454801201820374, 2.3556594848632812, 0.054517678916454315, -1.9659554958343506"
1728711296.4062097,"-0.47145557403564453, -1.0934925079345703, 1.1524912118911743, 0.7486900091171265, 2.35737943649292, 0.06306003034114838, -1.96500825881958"
1728711296.4727757,"-0.4850466549396515, -1.0949995517730713, 1.157639741897583, 0.7518250942230225, 2.3592529296875, 0.0718708336353302, -1.9641722440719604"
1728711296.5395188,"-0.5021121501922607, -1.096734881401062, 1.164862871170044, 0.7560492753982544, 2.361264228820801, 0.08320695161819458, -1.9626076221466064"
1728711296.6065602,"-0.5148959755897522, -1.098111629486084, 1.169901967048645, 0.7594796419143677, 2.362800121307373, 0.09154413640499115, -1.9609662294387817"
1728711296.6735706,"-0.5277411341667175, -1.099503755569458, 1.174780011177063, 0.7624900937080383, 2.3646581172943115, 0.10042205452919006, -1.9600861072540283"
1728711296.741558,"-0.5449926853179932, -1.101373314857483, 1.1812169551849365, 0.7666337490081787, 2.366874933242798, 0.11199018359184265, -1.958897352218628"
1728711296.8099566,"-0.5560641884803772, -1.1025160551071167, 1.1852456331253052, 0.7692530155181885, 2.3682188987731934, 0.11908292770385742, -1.9582895040512085"
1728711296.874221,"-0.5730300545692444, -1.1042494773864746, 1.192275047302246, 0.7734963893890381, 2.370462417602539, 0.13013525307178497, -1.9565867185592651"
1728711296.9400992,"-0.5859979391098022, -1.1056205034255981, 1.197400450706482, 0.7764761447906494, 2.3721096515655518, 0.13889046013355255, -1.955100655555725"
1728711297.0078568,"-0.5988104939460754, -1.1070067882537842, 1.2027060985565186, 0.7796438336372375, 2.373685598373413, 0.14725448191165924, -1.9542876482009888"
1728711297.0745914,"-0.6168155670166016, -1.1089301109313965, 1.2092658281326294, 0.784220814704895, 2.3758678436279297, 0.1591639220714569, -1.953342318534851"
1728711297.140313,"-0.6297202110290527, -1.1102358102798462, 1.2142244577407837, 0.7872255444526672, 2.3776817321777344, 0.16762575507164001, -1.9523433446884155"
1728711297.20815,"-0.6422988772392273, -1.111614465713501, 1.2191063165664673, 0.7903356552124023, 2.3794150352478027, 0.17641930282115936, -1.9514076709747314"
1728711297.274066,"-0.6596328020095825, -1.1134878396987915, 1.2261683940887451, 0.7947017550468445, 2.3813843727111816, 0.18762119114398956, -1.9496358633041382"
1728711297.3403041,"-0.6724856495857239, -1.1148455142974854, 1.2312477827072144, 0.7979691624641418, 2.383148431777954, 0.19594494998455048, -1.9484988451004028"
1728711297.4077241,"-0.6861898899078369, -1.116226077079773, 1.236453652381897, 0.8009527325630188, 2.385002613067627, 0.2050778865814209, -1.9475938081741333"
1728711297.4759748,"-0.7031154632568359, -1.1180131435394287, 1.2431035041809082, 0.8051922917366028, 2.386962413787842, 0.21628744900226593, -1.9462381601333618"
1728711297.5426135,"-0.716023862361908, -1.11943781375885, 1.2477149963378906, 0.8083983063697815, 2.3885998725891113, 0.22497937083244324, -1.9453253746032715"
1728711297.6087148,"-0.7289342284202576, -1.1208280324935913, 1.2531147003173828, 0.8116349577903748, 2.390509605407715, 0.23352555930614471, -1.944079041481018"
1728711297.6761396,"-0.7425962686538696, -1.1222469806671143, 1.2585046291351318, 0.8148582577705383, 2.3921549320220947, 0.24252811074256897, -1.9426850080490112"
1728711297.743565,"-0.7607835531234741, -1.1241087913513184, 1.2658313512802124, 0.8192646503448486, 2.3944156169891357, 0.2542726695537567, -1.9413620233535767"
1728711297.8083737,"-0.7773754596710205, -1.1259496212005615, 1.2720305919647217, 0.823646068572998, 2.3966569900512695, 0.26523104310035706, -1.9403131008148193"
1728711297.876188,"-0.8009489178657532, -1.1283540725708008, 1.2810618877410889, 0.829220175743103, 2.399606227874756, 0.2805478274822235, -1.9388213157653809"
1728711297.941617,"-0.8182138204574585, -1.130110502243042, 1.2877730131149292, 0.8333657383918762, 2.401761293411255, 0.2921409010887146, -1.937390923500061"
1728711298.0083628,"-0.8348498940467834, -1.1319992542266846, 1.2948369979858398, 0.8374192714691162, 2.404020071029663, 0.30361121892929077, -1.9355117082595825"
1728711298.075033,"-0.851330578327179, -1.1337134838104248, 1.300938367843628, 0.8411698937416077, 2.4059414863586426, 0.31465014815330505, -1.934188723564148"
1728711298.1420734,"-0.8590829372406006, -1.1345341205596924, 1.303910493850708, 0.8432886600494385, 2.406879186630249, 0.32008618116378784, -1.9336920976638794"
1728711298.2083945,"-0.8632400035858154, -1.1348869800567627, 1.304999589920044, 0.844184160232544, 2.407433271408081, 0.3229758143424988, -1.933356523513794"
1728711298.2758183,"-0.8650462627410889, -1.1351726055145264, 1.3060178756713867, 0.8448130488395691, 2.4077553749084473, 0.3248894512653351, -1.9331207275390625"
1728711298.3435946,"-0.8651248812675476, -1.135207176208496, 1.3060657978057861, 0.8449568748474121, 2.407820701599121, 0.325106143951416, -1.9329922199249268"
1728711298.4095495,"-0.8651823997497559, -1.135218620300293, 1.3061059713363647, 0.8449817895889282, 2.407843589782715, 0.3251905143260956, -1.9329097270965576"
1728711298.4762468,"-0.8651996850967407, -1.1352263689041138, 1.3061424493789673, 0.8449875712394714, 2.4078550338745117, 0.32522693276405334, -1.9328464269638062"
1728711298.5423546,"-0.8652034997940063, -1.1352282762527466, 1.3061578273773193, 0.8449875712394714, 2.4078550338745117, 0.325234591960907, -1.9328062534332275"
1728711298.610929,"-0.8652073740959167, -1.1352282762527466, 1.3061692714691162, 0.8449875712394714, 2.4078550338745117, 0.3252365291118622, -1.9327812194824219"
1728711298.673263,"-0.8652073740959167, -1.1352301836013794, 1.306177020072937, 0.8449875712394714, 2.4078550338745117, 0.3252365291118622, -1.932760238647461"
1728711298.7389684,"-0.8652073740959167, -1.1352301836013794, 1.3061884641647339, 0.8449875712394714, 2.4078550338745117, 0.3252365291118622, -1.9327486753463745"
1728711298.8062892,"-0.8652073740959167, -1.1352301836013794, 1.3061960935592651, 0.8449875712394714, 2.4078550338745117, 0.3252365291118622, -1.9327410459518433"
1728711298.872341,"-0.8652073740959167, -1.1352301836013794, 1.3062000274658203, 0.8449875712394714, 2.4078550338745117, 0.3252365291118622, -1.9327372312545776"
1728711298.9398532,"-0.8652073740959167, -1.1352301836013794, 1.306203842163086, 0.8449875712394714, 2.4078550338745117, 0.3252365291118622, -1.9327372312545776"
1728711299.0060694,"-0.8652073740959167, -1.1352301836013794, 1.306203842163086, 0.8449875712394714, 2.4078550338745117, 0.3252365291118622, -1.9327352046966553"
1728711299.072895,"-0.8652073740959167, -1.1352301836013794, 1.3062057495117188, 0.8449875712394714, 2.4078550338745117, 0.3252365291118622, -1.9327352046966553"
1728711299.1425939,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8449817895889282, 2.4078550338745117, 0.3252365291118622, -1.9327352046966553"
1728711299.2088091,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8449722528457642, 2.4078550338745117, 0.32523268461227417, -1.9327352046966553"
1728711299.2767334,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8449511528015137, 2.4078550338745117, 0.32522502541542053, -1.9327352046966553"
1728711299.3433955,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8449338674545288, 2.4078550338745117, 0.3252154290676117, -1.9327352046966553"
1728711299.4102163,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8449070453643799, 2.4078550338745117, 0.32520008087158203, -1.9327352046966553"
1728711299.4767988,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8448725342750549, 2.4078550338745117, 0.3251713216304779, -1.9327352046966553"
1728711299.5430944,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.844847559928894, 2.4078550338745117, 0.3251464068889618, -1.9327352046966553"
1728711299.6098294,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8448265194892883, 2.4078550338745117, 0.32511189579963684, -1.9327352046966553"
1728711299.6762695,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8448073267936707, 2.4078550338745117, 0.3250792920589447, -1.9327352046966553"
1728711299.7426221,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447920083999634, 2.4078550338745117, 0.3250275254249573, -1.9327352046966553"
1728711299.810909,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447824120521545, 2.4078550338745117, 0.3249872624874115, -1.9327352046966553"
1728711299.8781798,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447785377502441, 2.407853126525879, 0.32495465874671936, -1.9327352046966553"
1728711299.9443247,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447728157043457, 2.407851219177246, 0.32492396235466003, -1.9327352046966553"
1728711300.0086076,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447709083557129, 2.4078493118286133, 0.3248952031135559, -1.9327352046966553"
1728711300.0743086,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.4078454971313477, 0.32486453652381897, -1.9327352046966553"
1728711300.1413448,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.407843589782715, 0.3248472809791565, -1.9327352046966553"
1728711300.207762,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.407843589782715, 0.32483384013175964, -1.9327352046966553"
1728711300.2741978,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.4078378677368164, 0.32481852173805237, -1.9327352046966553"
1728711300.3402722,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.407834053039551, 0.32481276988983154, -1.9327352046966553"
1728711300.4076812,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.407830238342285, 0.3248070180416107, -1.9327352046966553"
1728711300.4735847,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.4078264236450195, 0.3248050808906555, -1.9327352046966553"
1728711300.5403302,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.407820701599121, 0.3248031735420227, -1.9327352046966553"
1728711300.6072125,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.4078168869018555, 0.3248031735420227, -1.9327352046966553"
1728711300.6742578,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.4078128337860107, 0.3248012661933899, -1.9327352046966553"
1728711300.743075,"-0.8652073740959167, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.407809019088745, 0.3248012661933899, -1.9327372312545776"
1728711300.8101742,"-0.8652034997940063, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.4078052043914795, 0.3248012661933899, -1.9327372312545776"
1728711300.8779297,"-0.8651996850967407, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.407801389694214, 0.3248012661933899, -1.9327391386032104"
1728711300.9438212,"-0.8651958703994751, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.407799482345581, 0.3248012661933899, -1.9327410459518433"
1728711301.0096443,"-0.8651900887489319, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.4077975749969482, 0.3248012661933899, -1.932742953300476"
1728711301.0764902,"-0.8651881814002991, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.4077956676483154, 0.3248012661933899, -1.9327448606491089"
1728711301.1441329,"-0.8651843667030334, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.4077956676483154, 0.3248012661933899, -1.9327467679977417"
1728711301.2094097,"-0.8651823997497559, -1.1352301836013794, 1.3062076568603516, 0.8447690010070801, 2.4077937602996826, 0.3248012661933899, -1.9327486753463745"
