0.058545, -0.077682, -0.010769, -2.553402, 0.124460, 2.505186, -0.088370
0.060975, -0.045947, -0.003018, -2.535767, 0.143794, 2.534606, -0.071348
0.062658, -0.012492, 0.003499, -2.517882, 0.168251, 2.564770, -0.061100
0.062979, 0.019855, 0.010299, -2.495520, 0.190824, 2.571572, -0.051809
0.062278, 0.054777, 0.017440, -2.472862, 0.214282, 2.576856, -0.043718
0.060103, 0.087042, 0.023829, -2.451819, 0.235957, 2.576786, -0.037184
0.057785, 0.114837, 0.030941, -2.430320, 0.261568, 2.577095, -0.034057
0.053663, 0.148091, 0.038318, -2.409023, 0.296671, 2.583615, -0.037814
0.049460, 0.173692, 0.045797, -2.386126, 0.323932, 2.574642, -0.038092
0.044623, 0.202977, 0.053193, -2.361936, 0.352382, 2.568244, -0.037420
0.040122, 0.228538, 0.060160, -2.339868, 0.377783, 2.566785, -0.036506
0.035138, 0.254799, 0.066291, -2.318106, 0.399515, 2.559859, -0.035618
0.029408, 0.279764, 0.072572, -2.298160, 0.419351, 2.560555, -0.037418
0.025592, 0.304368, 0.075548, -2.283664, 0.429811, 2.575779, -0.033462
0.021969, 0.325389, 0.078636, -2.268014, 0.438123, 2.586445, -0.029087
0.019064, 0.345262, 0.080230, -2.255020, 0.445086, 2.603684, -0.021114
0.013451, 0.361732, 0.085527, -2.242506, 0.456065, 2.618615, -0.020356
0.007236, 0.379165, 0.088504, -2.232351, 0.463317, 2.632930, -0.016766
0.003366, 0.389354, 0.092034, -2.224053, 0.468729, 2.648926, -0.011477
0.002018, 0.404153, 0.090994, -2.219459, 0.466772, 2.688399, -0.004126
-0.004108, 0.415308, 0.095604, -2.212827, 0.471289, 2.712744, -0.000321
-0.013961, 0.422934, 0.106419, -2.208883, 0.485624, 2.743612, -0.000898
-0.023201, 0.429350, 0.116986, -2.206519, 0.499810, 2.771519, -0.000112
-0.035152, 0.434889, 0.131169, -2.205005, 0.516376, 2.802334, -0.005582
-0.044670, 0.439285, 0.143744, -2.203090, 0.528334, 2.826797, -0.007280
-0.053880, 0.443527, 0.154995, -2.203791, 0.535342, 2.848107, -0.008898
-0.061359, 0.449209, 0.163673, -2.203136, 0.536433, 2.867721, -0.010396
-0.069200, 0.454340, 0.173790, -2.202136, 0.538193, 2.888150, -0.010717
-0.075815, 0.461565, 0.181453, -2.199836, 0.537967, 2.904944, -0.009605
-0.079391, 0.469801, 0.183320, -2.199438, 0.527567, 2.922267, -0.007911
-0.083961, 0.475173, 0.186005, -2.201228, 0.520433, 2.933689, -0.005527
-0.089410, 0.478069, 0.190145, -2.204244, 0.516119, 2.939979, -0.005043
-0.098005, 0.482832, 0.195703, -2.207332, 0.515069, 2.943691, -0.008500
-0.107715, 0.486320, 0.203248, -2.210168, 0.517593, 2.948776, -0.012860
-0.113264, 0.491539, 0.205976, -2.211874, 0.514572, 2.952246, -0.012006
-0.116990, 0.495505, 0.206814, -2.214477, 0.510063, 2.950988, -0.010312
-0.121724, 0.500153, 0.209791, -2.215067, 0.509383, 2.956518, -0.010686
-0.126621, 0.504748, 0.213044, -2.214395, 0.509618, 2.959970, -0.010873
-0.129646, 0.512388, 0.215844, -2.212111, 0.508852, 2.974521, -0.011618
-0.131334, 0.518756, 0.217785, -2.209450, 0.504907, 2.981359, -0.010778
-0.132012, 0.527367, 0.220641, -2.204198, 0.500903, 2.988124, -0.011043
-0.132950, 0.535987, 0.225776, -2.199758, 0.496851, 2.999297, -0.012650
-0.132217, 0.545241, 0.232898, -2.193942, 0.492772, 3.012499, -0.013829
-0.131785, 0.554262, 0.239620, -2.189398, 0.487190, 3.030366, -0.013778
-0.131726, 0.564324, 0.247860, -2.183019, 0.480539, 3.044132, -0.012747
-0.129809, 0.574034, 0.253636, -2.176536, 0.469866, 3.060326, -0.009382
-0.125740, 0.584903, 0.256310, -2.169287, 0.456152, 3.081264, -0.005394
-0.124431, 0.592254, 0.259901, -2.164200, 0.442419, 3.094536, -0.001385
-0.116749, 0.598359, 0.254812, -2.162105, 0.422829, 3.112377, 0.005202
-0.114310, 0.603461, 0.253481, -2.159400, 0.406023, 3.126927, 0.010136
-0.112171, 0.605211, 0.250805, -2.161314, 0.389767, 3.143681, 0.016009
-0.112332, 0.605849, 0.249881, -2.163779, 0.375622, 3.155370, 0.021548
-0.112093, 0.604874, 0.248251, -2.167833, 0.362044, 3.165635, 0.027076
-0.112019, 0.600685, 0.247472, -2.174892, 0.351114, 3.170972, 0.031964
-0.114421, 0.593436, 0.251292, -2.185594, 0.342828, 3.181981, 0.035732
-0.119239, 0.581477, 0.257761, -2.200400, 0.335209, 3.186981, 0.038089
-0.120675, 0.574801, 0.260243, -2.210768, 0.328679, 3.200512, 0.039880
-0.122462, 0.567724, 0.262864, -2.223117, 0.322520, 3.219891, 0.042783
-0.124497, 0.564246, 0.264037, -2.231875, 0.316411, 3.234177, 0.047921
-0.121517, 0.561632, 0.259564, -2.239156, 0.310768, 3.249982, 0.053507
-0.114072, 0.557740, 0.250497, -2.246490, 0.303032, 3.257947, 0.061326
-0.104610, 0.555410, 0.239559, -2.254015, 0.293232, 3.266472, 0.067896
-0.100443, 0.549360, 0.235008, -2.262340, 0.286066, 3.266983, 0.074713
-0.100380, 0.543994, 0.232605, -2.269553, 0.278682, 3.267316, 0.079554
-0.099907, 0.538595, 0.230118, -2.277036, 0.271454, 3.278601, 0.082840
-0.093241, 0.534704, 0.219611, -2.282755, 0.264161, 3.285376, 0.086076
-0.085842, 0.528547, 0.209277, -2.288843, 0.256984, 3.281947, 0.090942
-0.073969, 0.524553, 0.193047, -2.295424, 0.249811, 3.284999, 0.092244
-0.062302, 0.513279, 0.177971, -2.306051, 0.242693, 3.283225, 0.092116
-0.052779, 0.503467, 0.165734, -2.316969, 0.238080, 3.281792, 0.092766
-0.032467, 0.484143, 0.144459, -2.334093, 0.234224, 3.278776, 0.092707
-0.018881, 0.465325, 0.129399, -2.351089, 0.227666, 3.270247, 0.090706
0.005090, 0.435264, 0.105845, -2.375958, 0.223302, 3.254458, 0.090810
0.027675, 0.406540, 0.082979, -2.401244, 0.220562, 3.241868, 0.091633
0.050917, 0.381512, 0.058284, -2.424106, 0.216977, 3.224820, 0.091307
0.093386, 0.345153, 0.017496, -2.455003, 0.217254, 3.197507, 0.095707
0.128109, 0.318119, -0.015915, -2.477316, 0.210953, 3.177620, 0.097450
0.175823, 0.290869, -0.064097, -2.498478, 0.201750, 3.152867, 0.102285
0.232909, 0.268836, -0.114440, -2.509729, 0.224849, 3.123192, 0.084174
0.303060, 0.252247, -0.191535, -2.516904, 0.205971, 3.080138, 0.097063
0.376871, 0.244854, -0.275092, -2.515834, 0.178318, 3.030001, 0.117103
0.438499, 0.239443, -0.350397, -2.511288, 0.131751, 2.969520, 0.148603
0.508116, 0.234702, -0.426081, -2.501313, 0.083289, 2.920201, 0.188762
0.571910, 0.235074, -0.501508, -2.488406, 0.020063, 2.861735, 0.241913
0.621067, 0.226291, -0.556029, -2.476553, -0.035860, 2.790610, 0.284641
0.670242, 0.226602, -0.613410, -2.465640, -0.099425, 2.741333, 0.337303
0.719637, 0.229605, -0.669021, -2.452736, -0.164959, 2.699618, 0.396488
0.751147, 0.221527, -0.701155, -2.442836, -0.214263, 2.633337, 0.438123
0.777976, 0.214685, -0.731796, -2.441219, -0.262439, 2.555650, 0.478093
0.804251, 0.202532, -0.759462, -2.436409, -0.312119, 2.472278, 0.516654
0.818756, 0.193027, -0.773947, -2.430053, -0.347551, 2.387139, 0.541424
0.825377, 0.184609, -0.774637, -2.428461, -0.346209, 2.306691, 0.529228
0.832847, 0.175187, -0.774636, -2.423034, -0.345156, 2.226858, 0.522110
0.832969, 0.148839, -0.764982, -2.416752, -0.337909, 2.146790, 0.500656
0.682215, 0.098291, -0.607367, -2.411038, -0.386460, 2.076072, 0.527187
0.651130, 0.079614, -0.559186, -2.406995, -0.378371, 2.016273, 0.507828
0.588684, 0.049782, -0.477962, -2.405005, -0.361048, 1.956750, 0.487512
0.522031, 0.021820, -0.394140, -2.402019, -0.328493, 1.903765, 0.462041
0.454642, -0.005451, -0.315117, -2.399871, -0.295721, 1.862648, 0.433861
0.394463, -0.028815, -0.246763, -2.391333, -0.246130, 1.827087, 0.394433
0.343718, -0.048845, -0.191001, -2.381496, -0.187644, 1.803635, 0.351780
0.304940, -0.071966, -0.148949, -2.373163, -0.141200, 1.796922, 0.315941
0.271572, -0.093516, -0.111760, -2.361709, -0.091568, 1.794082, 0.286513
0.242305, -0.104275, -0.083487, -2.351479, -0.041987, 1.803185, 0.255481
0.220464, -0.116035, -0.060634, -2.340564, 0.004367, 1.817624, 0.231378
0.200881, -0.119874, -0.045086, -2.329390, 0.054387, 1.826642, 0.200177
0.187007, -0.120205, -0.031131, -2.315268, 0.107874, 1.831053, 0.172179
0.176300, -0.115331, -0.019886, -2.304085, 0.161251, 1.845794, 0.148970
0.170027, -0.104769, -0.008935, -2.289829, 0.217217, 1.859752, 0.127765
0.166156, -0.095760, 0.001371, -2.282691, 0.271128, 1.888348, 0.110474
0.167219, -0.082491, 0.015262, -2.277533, 0.323819, 1.933808, 0.098448
0.170248, -0.069786, 0.029517, -2.279705, 0.369684, 1.996650, 0.086143
0.174532, -0.052570, 0.042910, -2.281234, 0.406248, 2.066652, 0.065962
0.177902, -0.028624, 0.055616, -2.280395, 0.443265, 2.139259, 0.039545
0.179318, -0.003989, 0.068383, -2.278037, 0.479725, 2.213549, 0.013788
0.178804, 0.031086, 0.080194, -2.280546, 0.511073, 2.303511, -0.020280
0.176278, 0.066149, 0.090840, -2.285688, 0.531638, 2.398410, -0.062584
0.172664, 0.095427, 0.100604, -2.289523, 0.561258, 2.481591, -0.108972
0.166168, 0.127545, 0.109977, -2.295832, 0.594346, 2.560299, -0.152544
0.155979, 0.149473, 0.119512, -2.303818, 0.632811, 2.614992, -0.191875
0.144107, 0.167187, 0.131270, -2.309766, 0.673009, 2.656124, -0.233585
0.127416, 0.175866, 0.140305, -2.325758, 0.706036, 2.695872, -0.275716
0.108582, 0.184294, 0.150855, -2.333904, 0.740498, 2.721064, -0.316542
0.089794, 0.183522, 0.154794, -2.353128, 0.764489, 2.750812, -0.351359
0.071291, 0.181141, 0.159296, -2.368271, 0.790569, 2.772356, -0.382340
0.054782, 0.174672, 0.162579, -2.387476, 0.816550, 2.797399, -0.411258
0.063321, 0.167245, 0.144109, -2.406874, 0.851498, 2.815569, -0.444706
0.054370, 0.157635, 0.145630, -2.428807, 0.876222, 2.845524, -0.471246
0.047376, 0.150799, 0.147413, -2.443991, 0.901713, 2.867779, -0.499205
0.042698, 0.136566, 0.149580, -2.464285, 0.921663, 2.879457, -0.524277
0.040461, 0.126510, 0.148919, -2.482564, 0.935106, 2.889140, -0.545717
0.040070, 0.115467, 0.146375, -2.501429, 0.943637, 2.898688, -0.563324
0.040408, 0.104212, 0.143274, -2.520716, 0.945976, 2.904119, -0.576045
0.036465, 0.087928, 0.144406, -2.537504, 0.963136, 2.894119, -0.592175
0.031744, 0.063466, 0.144604, -2.556971, 0.983517, 2.869439, -0.604703
0.026016, 0.036610, 0.146072, -2.571523, 1.016927, 2.834443, -0.624251
0.020243, -0.004791, 0.143972, -2.589962, 1.055223, 2.782048, -0.644976
0.017908, -0.042643, 0.135919, -2.610313, 1.078160, 2.733778, -0.661791
0.014117, -0.080897, 0.122661, -2.633409, 1.072438, 2.671507, -0.655274
0.010405, -0.117636, 0.109623, -2.661877, 1.033442, 2.626802, -0.625910
0.006602, -0.143164, 0.100762, -2.689136, 0.957623, 2.626482, -0.563054
0.017829, -0.167741, 0.074559, -2.709687, 0.900468, 2.624131, -0.525940
0.011450, -0.182009, 0.063807, -2.724460, 0.837283, 2.640033, -0.487690
0.002019, -0.188671, 0.047205, -2.736701, 0.765064, 2.661619, -0.454432
-0.004457, -0.192923, 0.030190, -2.743073, 0.706912, 2.663826, -0.423802
-0.012845, -0.191219, 0.011747, -2.746386, 0.650975, 2.659922, -0.397825
-0.022503, -0.175445, -0.006985, -2.740972, 0.597732, 2.668442, -0.372035
-0.029151, -0.156438, -0.026183, -2.734440, 0.554726, 2.685251, -0.362320
-0.037456, -0.141259, -0.043615, -2.729729, 0.510956, 2.694309, -0.346327
-0.046274, -0.116915, -0.060695, -2.720291, 0.472660, 2.717692, -0.335315
-0.051871, -0.098152, -0.077252, -2.711064, 0.445428, 2.730872, -0.321572
-0.060167, -0.082612, -0.088925, -2.706109, 0.416439, 2.748454, -0.303814
-0.073198, -0.064750, -0.096443, -2.704279, 0.369997, 2.781864, -0.271183
-0.090230, -0.052984, -0.102525, -2.706223, 0.312464, 2.829565, -0.223106
-0.101769, -0.044834, -0.110727, -2.703992, 0.274220, 2.858087, -0.188355
-0.111857, -0.045709, -0.116772, -2.704272, 0.237757, 2.877879, -0.151613
-0.117051, -0.057774, -0.121381, -2.705673, 0.217226, 2.888564, -0.124955
-0.118850, -0.065639, -0.124058, -2.705966, 0.209221, 2.898450, -0.104949
-0.109979, -0.095779, -0.122107, -2.708104, 0.238339, 2.889692, -0.101616
-0.110141, -0.110530, -0.113134, -2.707863, 0.257983, 2.889576, -0.099919
-0.104287, -0.137906, -0.107109, -2.707221, 0.264710, 2.877626, -0.088613
-0.100129, -0.158892, -0.108567, -2.705829, 0.233318, 2.866254, -0.052383
-0.111538, -0.174846, -0.100759, -2.704412, 0.185984, 2.856403, -0.005313
-0.114712, -0.198550, -0.092176, -2.705049, 0.165161, 2.837996, 0.028627
-0.110394, -0.222986, -0.087702, -2.702737, 0.158319, 2.831206, 0.040845
-0.122305, -0.244457, -0.074145, -2.701238, 0.119890, 2.817453, 0.080101
-0.140938, -0.267135, -0.055659, -2.699727, 0.070086, 2.796983, 0.123672
-0.161290, -0.288831, -0.035053, -2.693536, 0.020996, 2.756385, 0.178725
-0.173835, -0.309104, -0.018734, -2.684853, -0.014284, 2.716136, 0.221951
-0.163140, -0.328425, -0.017701, -2.675199, -0.011146, 2.674633, 0.231855
-0.158938, -0.342997, -0.012747, -2.663882, -0.014403, 2.625685, 0.243291
-0.141503, -0.356632, -0.018508, -2.650126, 0.006758, 2.575868, 0.231238
-0.141293, -0.369608, -0.012707, -2.636599, 0.005172, 2.533493, 0.241785
-0.164545, -0.380913, 0.007917, -2.624227, -0.032904, 2.514005, 0.285643
-0.177107, -0.391735, 0.021687, -2.611607, -0.055904, 2.492898, 0.319210
-0.208999, -0.406802, 0.049679, -2.606072, -0.113698, 2.494772, 0.388967
-0.236372, -0.419241, 0.075515, -2.598151, -0.165872, 2.496560, 0.461961
-0.264587, -0.432167, 0.102011, -2.592317, -0.219407, 2.496502, 0.531522
-0.290868, -0.445833, 0.128164, -2.585359, -0.267998, 2.489119, 0.597061
-0.315912, -0.459760, 0.154912, -2.579745, -0.313537, 2.475634, 0.662904
-0.326391, -0.468285, 0.169817, -2.572276, -0.339982, 2.455122, 0.704512
-0.276654, -0.427099, 0.115898, -2.586344, -0.288185, 2.497572, 0.618029
-0.287239, -0.437787, 0.129741, -2.581915, -0.313113, 2.484612, 0.656820
-0.291386, -0.445409, 0.137079, -2.580584, -0.319787, 2.476258, 0.673770
-0.292521, -0.450015, 0.139951, -2.580540, -0.321014, 2.472719, 0.680691
-0.292951, -0.451227, 0.140114, -2.580525, -0.321443, 2.471595, 0.682920
-0.293396, -0.451155, 0.140002, -2.580539, -0.321742, 2.471035, 0.684501
-0.293839, -0.451147, 0.139922, -2.580544, -0.322151, 2.470712, 0.685476
-0.294137, -0.451144, 0.139867, -2.580536, -0.322276, 2.470528, 0.686148
